Gene1,Gene2,Type
g1218,g1239,+
g1306,g1239,+
g1337,g1239,+
g1366,g1239,+
g1389,g1239,+
g1394,g1239,+
g1417,g1239,+
g1438,g1239,+
g1484,g1239,+
g125,g1240,+
g452,g1240,+
g748,g1240,+
g503,g1241,+
g837,g1241,+
g1219,g1241,+
g1231,g1241,+
g1373,g1241,+
g121,g1242,+
g622,g1242,+
g853,g1242,+
g310,g1243,+
g515,g1243,+
g942,g1243,+
g66,g1244,+
g688,g1245,+
g927,g1245,+
g1177,g1245,+
g105,g1246,+
g199,g1246,+
g247,g1246,+
g361,g1246,+
g439,g1246,+
g459,g1246,+
g494,g1246,+
g553,g1246,+
g578,g1246,+
g587,g1246,+
g707,g1246,+
g709,g1246,+
g726,g1246,+
g930,g1246,+
g1040,g1246,+
g1063,g1246,+
g1229,g1246,+
g1312,g1246,+
g1379,g1246,+
g1401,g1246,+
g1446,g1246,+
g1458,g1246,+
g1487,g1246,+
g75,g1247,+
g77,g1247,+
g140,g1247,+
g179,g1247,+
g232,g1247,+
g265,g1247,+
g364,g1247,+
g384,g1247,+
g551,g1247,+
g692,g1247,+
g703,g1247,+
g736,g1247,+
g834,g1247,+
g928,g1247,+
g1035,g1247,+
g1217,g1247,+
g1314,g1247,+
g1465,g1247,+
g8,g1248,+
g22,g1248,+
g33,g1248,+
g57,g1248,+
g75,g1248,+
g90,g1248,+
g91,g1248,+
g140,g1248,+
g192,g1248,+
g197,g1248,+
g208,g1248,+
g268,g1248,+
g273,g1248,+
g283,g1248,+
g312,g1248,+
g430,g1248,+
g441,g1248,+
g447,g1248,+
g451,g1248,+
g528,g1248,+
g614,g1248,+
g682,g1248,+
g703,g1248,+
g731,g1248,+
g743,g1248,+
g840,g1248,+
g843,g1248,+
g851,g1248,+
g853,g1248,+
g858,g1248,+
g949,g1248,+
g955,g1248,+
g996,g1248,+
g1039,g1248,+
g1059,g1248,+
g1063,g1248,+
g1101,g1248,+
g1120,g1248,+
g1217,g1248,+
g1241,g1248,+
g1297,g1248,+
g1304,g1248,+
g1305,g1248,+
g1381,g1248,+
g1401,g1248,+
g1472,g1248,+
g1476,g1248,+
g1477,g1248,+
g1481,g1248,+
g62,g1249,+
g86,g1249,+
g670,g1249,+
g763,g1249,+
g68,g1250,+
g598,g1250,+
g1416,g1250,+
g39,g1252,+
g97,g1252,+
g692,g1252,+
g757,g1252,+
g1281,g1252,+
g1339,g1252,+
g64,g1253,+
g66,g1253,+
g115,g1253,+
g117,g1253,+
g243,g1253,+
g624,g1253,+
g655,g1253,+
g807,g1253,+
g1158,g1253,+
g1164,g1253,+
g1496,g1253,+
g183,g1254,+
g1350,g1254,+
g485,g1255,+
g534,g1255,+
g624,g1255,+
g665,g1255,+
g837,g1255,+
g950,g1255,+
g984,g1255,+
g1013,g1255,+
g1480,g1255,+
g87,g1256,+
g221,g1256,+
g429,g1256,+
g480,g1256,+
g497,g1256,+
g502,g1256,+
g547,g1256,+
g610,g1256,+
g633,g1256,+
g638,g1256,+
g640,g1256,+
g697,g1256,+
g704,g1256,+
g708,g1256,+
g724,g1256,+
g792,g1256,+
g932,g1256,+
g1004,g1256,+
g1011,g1256,+
g1031,g1256,+
g1046,g1256,+
g1060,g1256,+
g1093,g1256,+
g1121,g1256,+
g1249,g1256,+
g1268,g1256,+
g1274,g1256,+
g1318,g1256,+
g1418,g1256,+
g1433,g1256,+
g1439,g1256,+
g1,g1257,+
g53,g1257,+
g141,g1257,+
g154,g1257,+
g160,g1257,+
g191,g1257,+
g225,g1257,+
g242,g1257,+
g246,g1257,+
g255,g1257,+
g325,g1257,+
g349,g1257,+
g462,g1257,+
g474,g1257,+
g595,g1257,+
g602,g1257,+
g642,g1257,+
g657,g1257,+
g686,g1257,+
g700,g1257,+
g702,g1257,+
g706,g1257,+
g721,g1257,+
g729,g1257,+
g747,g1257,+
g765,g1257,+
g788,g1257,+
g807,g1257,+
g815,g1257,+
g816,g1257,+
g822,g1257,+
g853,g1257,+
g855,g1257,+
g862,g1257,+
g931,g1257,+
g979,g1257,+
g992,g1257,+
g1013,g1257,+
g1014,g1257,+
g1020,g1257,+
g1060,g1257,+
g1066,g1257,+
g1105,g1257,+
g1110,g1257,+
g1126,g1257,+
g1133,g1257,+
g1140,g1257,+
g1182,g1257,+
g1204,g1257,+
g1209,g1257,+
g1220,g1257,+
g1259,g1257,+
g1263,g1257,+
g1276,g1257,+
g1281,g1257,+
g1311,g1257,+
g1327,g1257,+
g1330,g1257,+
g1358,g1257,+
g1372,g1257,+
g1374,g1257,+
g1414,g1257,+
g1422,g1257,+
g1462,g1257,+
g1478,g1257,+
g1488,g1257,+
g521,g1258,+
g639,g1258,+
g927,g1258,+
g1160,g1258,+
g1200,g1258,+
g1365,g1258,+
g1477,g1258,+
g16,g1259,+
g149,g1259,+
g364,g1259,+
g585,g1259,+
g630,g1259,+
g640,g1259,+
g1219,g1259,+
g1276,g1259,+
g1297,g1259,+
g1337,g1259,+
g14,g1260,+
g17,g1260,+
g58,g1260,+
g64,g1260,+
g70,g1260,+
g100,g1260,+
g121,g1260,+
g217,g1260,+
g222,g1260,+
g231,g1260,+
g272,g1260,+
g275,g1260,+
g277,g1260,+
g306,g1260,+
g328,g1260,+
g354,g1260,+
g384,g1260,+
g410,g1260,+
g428,g1260,+
g486,g1260,+
g488,g1260,+
g492,g1260,+
g514,g1260,+
g516,g1260,+
g538,g1260,+
g564,g1260,+
g577,g1260,+
g580,g1260,+
g585,g1260,+
g586,g1260,+
g593,g1260,+
g596,g1260,+
g599,g1260,+
g684,g1260,+
g695,g1260,+
g718,g1260,+
g751,g1260,+
g754,g1260,+
g758,g1260,+
g784,g1260,+
g789,g1260,+
g791,g1260,+
g800,g1260,+
g818,g1260,+
g819,g1260,+
g830,g1260,+
g831,g1260,+
g839,g1260,+
g859,g1260,+
g866,g1260,+
g877,g1260,+
g923,g1260,+
g927,g1260,+
g950,g1260,+
g958,g1260,+
g962,g1260,+
g968,g1260,+
g1013,g1260,+
g1018,g1260,+
g1032,g1260,+
g1033,g1260,+
g1034,g1260,+
g1044,g1260,+
g1048,g1260,+
g1098,g1260,+
g1124,g1260,+
g1134,g1260,+
g1147,g1260,+
g1186,g1260,+
g1223,g1260,+
g1234,g1260,+
g1245,g1260,+
g1254,g1260,+
g1266,g1260,+
g1272,g1260,+
g1278,g1260,+
g1279,g1260,+
g1284,g1260,+
g1309,g1260,+
g1331,g1260,+
g1341,g1260,+
g1347,g1260,+
g1352,g1260,+
g1355,g1260,+
g1360,g1260,+
g1363,g1260,+
g1367,g1260,+
g1369,g1260,+
g1370,g1260,+
g1389,g1260,+
g1412,g1260,+
g1418,g1260,+
g1439,g1260,+
g1454,g1260,+
g1456,g1260,+
g1457,g1260,+
g1459,g1260,+
g1469,g1260,+
g1470,g1260,+
g1474,g1260,+
g1479,g1260,+
g1481,g1260,+
g1484,g1260,+
g1487,g1260,+
g34,g1261,+
g108,g1261,+
g157,g1261,+
g844,g1261,+
g1061,g1261,+
g1280,g1261,+
g1373,g1261,+
g86,g1262,+
g111,g1262,+
g158,g1262,+
g172,g1262,+
g187,g1262,+
g238,g1262,+
g249,g1262,+
g418,g1262,+
g683,g1262,+
g824,g1262,+
g1209,g1262,+
g1248,g1262,+
g1310,g1262,+
g1409,g1262,+
g210,g1263,+
g223,g1263,+
g260,g1263,+
g338,g1263,+
g343,g1263,+
g451,g1263,+
g493,g1263,+
g625,g1263,+
g645,g1263,+
g795,g1263,+
g1121,g1263,+
g1319,g1263,+
g1320,g1263,+
g1331,g1263,+
g1348,g1263,+
g1377,g1263,+
g1390,g1263,+
g1471,g1263,+
g1482,g1263,+
g216,g1264,+
g329,g1264,+
g548,g1264,+
g554,g1264,+
g691,g1264,+
g717,g1264,+
g718,g1264,+
g953,g1264,+
g981,g1264,+
g1224,g1264,+
g1302,g1264,+
g1332,g1264,+
g1429,g1264,+
g1446,g1264,+
g1490,g1264,+
g1495,g1264,+
g653,g1265,+
g777,g1265,+
g828,g1265,+
g1468,g1265,+
g1481,g1265,+
g45,g1266,+
g281,g1266,+
g358,g1266,+
g482,g1266,+
g493,g1266,+
g632,g1266,+
g795,g1266,+
g1079,g1266,+
g1215,g1266,+
g1398,g1266,+
g47,g1267,+
g273,g1267,+
g604,g1267,+
g632,g1267,+
g799,g1267,+
g959,g1267,+
g1076,g1267,+
g235,g1268,+
g921,g1268,+
g1040,g1268,+
g1218,g1268,+
g1334,g1268,+
g56,g1269,+
g194,g1269,+
g294,g1269,+
g320,g1269,+
g476,g1269,+
g522,g1269,+
g909,g1269,+
g1054,g1269,+
g1306,g1269,+
g1355,g1269,+
g1368,g1269,+
g1404,g1269,+
g1420,g1269,+
g43,g1270,+
g569,g1270,+
g1368,g1270,+
g297,g1271,+
g308,g1271,+
g490,g1271,+
g723,g1271,+
g774,g1271,+
g839,g1271,+
g931,g1271,+
g943,g1271,+
g957,g1271,+
g974,g1271,+
g1034,g1271,+
g1084,g1271,+
g1157,g1271,+
g1209,g1271,+
g1257,g1271,+
g1355,g1271,+
g182,g1272,+
g255,g1272,+
g776,g1272,+
g896,g1272,+
g1063,g1272,+
g90,g1273,+
g344,g1273,+
g403,g1273,+
g716,g1273,+
g25,g1274,+
g285,g1274,+
g691,g1274,+
g756,g1274,+
g1087,g1274,+
g1298,g1274,+
g1348,g1274,+
g33,g1275,+
g66,g1275,+
g95,g1275,+
g109,g1275,+
g139,g1275,+
g224,g1275,+
g280,g1275,+
g290,g1275,+
g291,g1275,+
g292,g1275,+
g332,g1275,+
g360,g1275,+
g366,g1275,+
g374,g1275,+
g408,g1275,+
g412,g1275,+
g421,g1275,+
g460,g1275,+
g539,g1275,+
g634,g1275,+
g679,g1275,+
g704,g1275,+
g751,g1275,+
g763,g1275,+
g774,g1275,+
g775,g1275,+
g807,g1275,+
g824,g1275,+
g828,g1275,+
g838,g1275,+
g845,g1275,+
g857,g1275,+
g870,g1275,+
g915,g1275,+
g1039,g1275,+
g1090,g1275,+
g1097,g1275,+
g1182,g1275,+
g1208,g1275,+
g1256,g1275,+
g1279,g1275,+
g1366,g1275,+
g1392,g1275,+
g1402,g1275,+
g1492,g1275,+
g39,g1276,+
g380,g1276,+
g832,g1276,+
g281,g1277,+
g436,g1277,+
g455,g1277,+
g961,g1277,+
g1107,g1277,+
g1376,g1277,+
g1414,g1277,+
g20,g1278,+
g29,g1278,+
g47,g1278,+
g64,g1278,+
g71,g1278,+
g86,g1278,+
g90,g1278,+
g99,g1278,+
g108,g1278,+
g119,g1278,+
g122,g1278,+
g147,g1278,+
g174,g1278,+
g196,g1278,+
g204,g1278,+
g209,g1278,+
g232,g1278,+
g257,g1278,+
g282,g1278,+
g286,g1278,+
g313,g1278,+
g333,g1278,+
g377,g1278,+
g381,g1278,+
g392,g1278,+
g393,g1278,+
g396,g1278,+
g433,g1278,+
g474,g1278,+
g475,g1278,+
g548,g1278,+
g596,g1278,+
g601,g1278,+
g618,g1278,+
g621,g1278,+
g630,g1278,+
g668,g1278,+
g676,g1278,+
g681,g1278,+
g683,g1278,+
g695,g1278,+
g702,g1278,+
g714,g1278,+
g725,g1278,+
g740,g1278,+
g748,g1278,+
g749,g1278,+
g784,g1278,+
g786,g1278,+
g795,g1278,+
g816,g1278,+
g817,g1278,+
g828,g1278,+
g831,g1278,+
g836,g1278,+
g849,g1278,+
g858,g1278,+
g916,g1278,+
g917,g1278,+
g924,g1278,+
g930,g1278,+
g940,g1278,+
g957,g1278,+
g958,g1278,+
g1011,g1278,+
g1026,g1278,+
g1037,g1278,+
g1044,g1278,+
g1051,g1278,+
g1056,g1278,+
g1073,g1278,+
g1087,g1278,+
g1101,g1278,+
g1107,g1278,+
g1124,g1278,+
g1139,g1278,+
g1152,g1278,+
g1165,g1278,+
g1197,g1278,+
g1202,g1278,+
g1207,g1278,+
g1220,g1278,+
g1221,g1278,+
g1232,g1278,+
g1254,g1278,+
g1263,g1278,+
g1265,g1278,+
g1274,g1278,+
g1281,g1278,+
g1299,g1278,+
g1338,g1278,+
g1341,g1278,+
g1342,g1278,+
g1348,g1278,+
g1363,g1278,+
g1371,g1278,+
g1376,g1278,+
g1382,g1278,+
g1386,g1278,+
g1423,g1278,+
g1477,g1278,+
g1480,g1278,+
g1486,g1278,+
g1488,g1278,+
g1492,g1278,+
g1498,g1278,+
g1499,g1278,+
g2,g1279,+
g7,g1279,+
g12,g1279,+
g13,g1279,+
g14,g1279,+
g15,g1279,+
g16,g1279,+
g21,g1279,+
g22,g1279,+
g23,g1279,+
g24,g1279,+
g25,g1279,+
g26,g1279,+
g28,g1279,+
g29,g1279,+
g30,g1279,+
g33,g1279,+
g34,g1279,+
g36,g1279,+
g38,g1279,+
g42,g1279,+
g43,g1279,+
g45,g1279,+
g46,g1279,+
g47,g1279,+
g48,g1279,+
g49,g1279,+
g50,g1279,+
g51,g1279,+
g52,g1279,+
g54,g1279,+
g58,g1279,+
g59,g1279,+
g61,g1279,+
g63,g1279,+
g65,g1279,+
g66,g1279,+
g69,g1279,+
g70,g1279,+
g71,g1279,+
g75,g1279,+
g76,g1279,+
g77,g1279,+
g81,g1279,+
g83,g1279,+
g84,g1279,+
g88,g1279,+
g91,g1279,+
g93,g1279,+
g101,g1279,+
g102,g1279,+
g104,g1279,+
g108,g1279,+
g110,g1279,+
g111,g1279,+
g113,g1279,+
g114,g1279,+
g116,g1279,+
g118,g1279,+
g119,g1279,+
g122,g1279,+
g123,g1279,+
g124,g1279,+
g129,g1279,+
g130,g1279,+
g132,g1279,+
g133,g1279,+
g140,g1279,+
g142,g1279,+
g143,g1279,+
g145,g1279,+
g146,g1279,+
g147,g1279,+
g149,g1279,+
g151,g1279,+
g152,g1279,+
g153,g1279,+
g156,g1279,+
g159,g1279,+
g160,g1279,+
g162,g1279,+
g163,g1279,+
g169,g1279,+
g170,g1279,+
g172,g1279,+
g173,g1279,+
g174,g1279,+
g176,g1279,+
g181,g1279,+
g182,g1279,+
g184,g1279,+
g186,g1279,+
g187,g1279,+
g188,g1279,+
g195,g1279,+
g196,g1279,+
g199,g1279,+
g200,g1279,+
g201,g1279,+
g203,g1279,+
g207,g1279,+
g208,g1279,+
g209,g1279,+
g210,g1279,+
g211,g1279,+
g212,g1279,+
g213,g1279,+
g214,g1279,+
g220,g1279,+
g224,g1279,+
g225,g1279,+
g231,g1279,+
g232,g1279,+
g236,g1279,+
g237,g1279,+
g239,g1279,+
g240,g1279,+
g246,g1279,+
g247,g1279,+
g249,g1279,+
g250,g1279,+
g251,g1279,+
g252,g1279,+
g253,g1279,+
g255,g1279,+
g256,g1279,+
g260,g1279,+
g261,g1279,+
g262,g1279,+
g263,g1279,+
g266,g1279,+
g267,g1279,+
g268,g1279,+
g269,g1279,+
g276,g1279,+
g279,g1279,+
g280,g1279,+
g282,g1279,+
g283,g1279,+
g284,g1279,+
g285,g1279,+
g286,g1279,+
g287,g1279,+
g288,g1279,+
g291,g1279,+
g293,g1279,+
g294,g1279,+
g295,g1279,+
g302,g1279,+
g304,g1279,+
g305,g1279,+
g306,g1279,+
g308,g1279,+
g311,g1279,+
g312,g1279,+
g313,g1279,+
g314,g1279,+
g315,g1279,+
g317,g1279,+
g319,g1279,+
g323,g1279,+
g325,g1279,+
g326,g1279,+
g327,g1279,+
g328,g1279,+
g329,g1279,+
g330,g1279,+
g332,g1279,+
g334,g1279,+
g337,g1279,+
g338,g1279,+
g342,g1279,+
g346,g1279,+
g347,g1279,+
g348,g1279,+
g349,g1279,+
g351,g1279,+
g357,g1279,+
g359,g1279,+
g360,g1279,+
g361,g1279,+
g362,g1279,+
g363,g1279,+
g364,g1279,+
g367,g1279,+
g368,g1279,+
g369,g1279,+
g370,g1279,+
g371,g1279,+
g372,g1279,+
g375,g1279,+
g376,g1279,+
g379,g1279,+
g380,g1279,+
g381,g1279,+
g382,g1279,+
g383,g1279,+
g385,g1279,+
g386,g1279,+
g389,g1279,+
g390,g1279,+
g391,g1279,+
g392,g1279,+
g395,g1279,+
g396,g1279,+
g397,g1279,+
g399,g1279,+
g402,g1279,+
g406,g1279,+
g409,g1279,+
g415,g1279,+
g420,g1279,+
g421,g1279,+
g422,g1279,+
g423,g1279,+
g426,g1279,+
g427,g1279,+
g429,g1279,+
g430,g1279,+
g431,g1279,+
g432,g1279,+
g433,g1279,+
g434,g1279,+
g435,g1279,+
g438,g1279,+
g439,g1279,+
g440,g1279,+
g441,g1279,+
g442,g1279,+
g443,g1279,+
g445,g1279,+
g449,g1279,+
g450,g1279,+
g451,g1279,+
g452,g1279,+
g453,g1279,+
g455,g1279,+
g456,g1279,+
g460,g1279,+
g462,g1279,+
g463,g1279,+
g464,g1279,+
g467,g1279,+
g468,g1279,+
g472,g1279,+
g474,g1279,+
g478,g1279,+
g479,g1279,+
g481,g1279,+
g482,g1279,+
g483,g1279,+
g485,g1279,+
g488,g1279,+
g489,g1279,+
g490,g1279,+
g492,g1279,+
g495,g1279,+
g498,g1279,+
g499,g1279,+
g500,g1279,+
g501,g1279,+
g505,g1279,+
g507,g1279,+
g509,g1279,+
g511,g1279,+
g517,g1279,+
g518,g1279,+
g519,g1279,+
g522,g1279,+
g523,g1279,+
g524,g1279,+
g527,g1279,+
g529,g1279,+
g530,g1279,+
g536,g1279,+
g538,g1279,+
g540,g1279,+
g542,g1279,+
g543,g1279,+
g545,g1279,+
g546,g1279,+
g548,g1279,+
g552,g1279,+
g558,g1279,+
g562,g1279,+
g563,g1279,+
g566,g1279,+
g567,g1279,+
g570,g1279,+
g571,g1279,+
g572,g1279,+
g573,g1279,+
g574,g1279,+
g576,g1279,+
g578,g1279,+
g579,g1279,+
g580,g1279,+
g583,g1279,+
g585,g1279,+
g589,g1279,+
g590,g1279,+
g592,g1279,+
g594,g1279,+
g597,g1279,+
g598,g1279,+
g599,g1279,+
g602,g1279,+
g606,g1279,+
g609,g1279,+
g610,g1279,+
g613,g1279,+
g615,g1279,+
g618,g1279,+
g619,g1279,+
g621,g1279,+
g622,g1279,+
g623,g1279,+
g625,g1279,+
g629,g1279,+
g630,g1279,+
g633,g1279,+
g635,g1279,+
g636,g1279,+
g639,g1279,+
g640,g1279,+
g642,g1279,+
g643,g1279,+
g644,g1279,+
g645,g1279,+
g647,g1279,+
g648,g1279,+
g653,g1279,+
g655,g1279,+
g657,g1279,+
g658,g1279,+
g661,g1279,+
g662,g1279,+
g664,g1279,+
g668,g1279,+
g670,g1279,+
g671,g1279,+
g672,g1279,+
g674,g1279,+
g675,g1279,+
g676,g1279,+
g677,g1279,+
g680,g1279,+
g683,g1279,+
g684,g1279,+
g685,g1279,+
g687,g1279,+
g688,g1279,+
g690,g1279,+
g691,g1279,+
g695,g1279,+
g697,g1279,+
g698,g1279,+
g704,g1279,+
g706,g1279,+
g707,g1279,+
g708,g1279,+
g710,g1279,+
g711,g1279,+
g713,g1279,+
g714,g1279,+
g715,g1279,+
g716,g1279,+
g721,g1279,+
g722,g1279,+
g726,g1279,+
g730,g1279,+
g731,g1279,+
g734,g1279,+
g739,g1279,+
g741,g1279,+
g743,g1279,+
g744,g1279,+
g748,g1279,+
g750,g1279,+
g753,g1279,+
g754,g1279,+
g757,g1279,+
g758,g1279,+
g761,g1279,+
g764,g1279,+
g765,g1279,+
g766,g1279,+
g769,g1279,+
g773,g1279,+
g777,g1279,+
g779,g1279,+
g783,g1279,+
g786,g1279,+
g789,g1279,+
g790,g1279,+
g793,g1279,+
g796,g1279,+
g797,g1279,+
g801,g1279,+
g803,g1279,+
g804,g1279,+
g808,g1279,+
g810,g1279,+
g811,g1279,+
g813,g1279,+
g815,g1279,+
g817,g1279,+
g818,g1279,+
g820,g1279,+
g821,g1279,+
g822,g1279,+
g823,g1279,+
g825,g1279,+
g829,g1279,+
g830,g1279,+
g831,g1279,+
g833,g1279,+
g836,g1279,+
g838,g1279,+
g840,g1279,+
g843,g1279,+
g846,g1279,+
g847,g1279,+
g851,g1279,+
g855,g1279,+
g856,g1279,+
g858,g1279,+
g859,g1279,+
g861,g1279,+
g862,g1279,+
g864,g1279,+
g866,g1279,+
g867,g1279,+
g871,g1279,+
g872,g1279,+
g873,g1279,+
g874,g1279,+
g876,g1279,+
g878,g1279,+
g879,g1279,+
g884,g1279,+
g886,g1279,+
g887,g1279,+
g888,g1279,+
g889,g1279,+
g890,g1279,+
g892,g1279,+
g895,g1279,+
g897,g1279,+
g898,g1279,+
g900,g1279,+
g901,g1279,+
g902,g1279,+
g903,g1279,+
g904,g1279,+
g907,g1279,+
g909,g1279,+
g911,g1279,+
g912,g1279,+
g914,g1279,+
g915,g1279,+
g919,g1279,+
g921,g1279,+
g923,g1279,+
g925,g1279,+
g927,g1279,+
g932,g1279,+
g933,g1279,+
g940,g1279,+
g942,g1279,+
g943,g1279,+
g944,g1279,+
g945,g1279,+
g947,g1279,+
g948,g1279,+
g949,g1279,+
g950,g1279,+
g953,g1279,+
g954,g1279,+
g955,g1279,+
g957,g1279,+
g958,g1279,+
g960,g1279,+
g962,g1279,+
g964,g1279,+
g965,g1279,+
g967,g1279,+
g969,g1279,+
g970,g1279,+
g973,g1279,+
g974,g1279,+
g975,g1279,+
g976,g1279,+
g977,g1279,+
g978,g1279,+
g979,g1279,+
g980,g1279,+
g983,g1279,+
g984,g1279,+
g985,g1279,+
g986,g1279,+
g987,g1279,+
g988,g1279,+
g992,g1279,+
g996,g1279,+
g997,g1279,+
g999,g1279,+
g1000,g1279,+
g1005,g1279,+
g1007,g1279,+
g1009,g1279,+
g1012,g1279,+
g1013,g1279,+
g1019,g1279,+
g1025,g1279,+
g1027,g1279,+
g1032,g1279,+
g1033,g1279,+
g1035,g1279,+
g1036,g1279,+
g1037,g1279,+
g1038,g1279,+
g1042,g1279,+
g1043,g1279,+
g1044,g1279,+
g1045,g1279,+
g1046,g1279,+
g1047,g1279,+
g1049,g1279,+
g1051,g1279,+
g1052,g1279,+
g1057,g1279,+
g1059,g1279,+
g1061,g1279,+
g1063,g1279,+
g1066,g1279,+
g1068,g1279,+
g1070,g1279,+
g1073,g1279,+
g1074,g1279,+
g1077,g1279,+
g1078,g1279,+
g1081,g1279,+
g1082,g1279,+
g1083,g1279,+
g1085,g1279,+
g1086,g1279,+
g1088,g1279,+
g1089,g1279,+
g1092,g1279,+
g1094,g1279,+
g1095,g1279,+
g1096,g1279,+
g1097,g1279,+
g1102,g1279,+
g1104,g1279,+
g1105,g1279,+
g1107,g1279,+
g1108,g1279,+
g1109,g1279,+
g1110,g1279,+
g1112,g1279,+
g1113,g1279,+
g1115,g1279,+
g1116,g1279,+
g1121,g1279,+
g1122,g1279,+
g1124,g1279,+
g1125,g1279,+
g1126,g1279,+
g1130,g1279,+
g1131,g1279,+
g1132,g1279,+
g1133,g1279,+
g1134,g1279,+
g1136,g1279,+
g1139,g1279,+
g1140,g1279,+
g1144,g1279,+
g1148,g1279,+
g1149,g1279,+
g1150,g1279,+
g1152,g1279,+
g1153,g1279,+
g1154,g1279,+
g1156,g1279,+
g1157,g1279,+
g1160,g1279,+
g1163,g1279,+
g1165,g1279,+
g1168,g1279,+
g1174,g1279,+
g1176,g1279,+
g1178,g1279,+
g1179,g1279,+
g1180,g1279,+
g1181,g1279,+
g1182,g1279,+
g1183,g1279,+
g1184,g1279,+
g1186,g1279,+
g1189,g1279,+
g1191,g1279,+
g1193,g1279,+
g1194,g1279,+
g1197,g1279,+
g1198,g1279,+
g1201,g1279,+
g1203,g1279,+
g1204,g1279,+
g1205,g1279,+
g1206,g1279,+
g1207,g1279,+
g1209,g1279,+
g1210,g1279,+
g1211,g1279,+
g1212,g1279,+
g1214,g1279,+
g1216,g1279,+
g1218,g1279,+
g1219,g1279,+
g1220,g1279,+
g1221,g1279,+
g1222,g1279,+
g1223,g1279,+
g1224,g1279,+
g1225,g1279,+
g1226,g1279,+
g1228,g1279,+
g1229,g1279,+
g1230,g1279,+
g1231,g1279,+
g1233,g1279,+
g1234,g1279,+
g1239,g1279,+
g1241,g1279,+
g1243,g1279,+
g1244,g1279,+
g1246,g1279,+
g1247,g1279,+
g1248,g1279,+
g1249,g1279,+
g1251,g1279,+
g1252,g1279,+
g1254,g1279,+
g1255,g1279,+
g1256,g1279,+
g1257,g1279,+
g1260,g1279,+
g1261,g1279,+
g1262,g1279,+
g1263,g1279,+
g1265,g1279,+
g1266,g1279,+
g1267,g1279,+
g1268,g1279,+
g1269,g1279,+
g1271,g1279,+
g1273,g1279,+
g1274,g1279,+
g1275,g1279,+
g1276,g1279,+
g1277,g1279,+
g1278,g1279,+
g1280,g1279,+
g1285,g1279,+
g1286,g1279,+
g1289,g1279,+
g1290,g1279,+
g1291,g1279,+
g1292,g1279,+
g1293,g1279,+
g1298,g1279,+
g1300,g1279,+
g1301,g1279,+
g1302,g1279,+
g1303,g1279,+
g1304,g1279,+
g1305,g1279,+
g1311,g1279,+
g1312,g1279,+
g1313,g1279,+
g1314,g1279,+
g1318,g1279,+
g1320,g1279,+
g1322,g1279,+
g1324,g1279,+
g1326,g1279,+
g1328,g1279,+
g1329,g1279,+
g1330,g1279,+
g1332,g1279,+
g1333,g1279,+
g1334,g1279,+
g1335,g1279,+
g1336,g1279,+
g1337,g1279,+
g1342,g1279,+
g1343,g1279,+
g1344,g1279,+
g1346,g1279,+
g1349,g1279,+
g1353,g1279,+
g1355,g1279,+
g1356,g1279,+
g1359,g1279,+
g1360,g1279,+
g1361,g1279,+
g1363,g1279,+
g1365,g1279,+
g1366,g1279,+
g1369,g1279,+
g1372,g1279,+
g1376,g1279,+
g1377,g1279,+
g1379,g1279,+
g1380,g1279,+
g1381,g1279,+
g1385,g1279,+
g1386,g1279,+
g1389,g1279,+
g1393,g1279,+
g1394,g1279,+
g1395,g1279,+
g1396,g1279,+
g1397,g1279,+
g1398,g1279,+
g1399,g1279,+
g1400,g1279,+
g1404,g1279,+
g1405,g1279,+
g1406,g1279,+
g1407,g1279,+
g1408,g1279,+
g1410,g1279,+
g1411,g1279,+
g1412,g1279,+
g1413,g1279,+
g1414,g1279,+
g1415,g1279,+
g1416,g1279,+
g1417,g1279,+
g1418,g1279,+
g1419,g1279,+
g1420,g1279,+
g1421,g1279,+
g1422,g1279,+
g1423,g1279,+
g1424,g1279,+
g1425,g1279,+
g1427,g1279,+
g1428,g1279,+
g1429,g1279,+
g1430,g1279,+
g1431,g1279,+
g1432,g1279,+
g1433,g1279,+
g1434,g1279,+
g1435,g1279,+
g1438,g1279,+
g1440,g1279,+
g1441,g1279,+
g1442,g1279,+
g1445,g1279,+
g1446,g1279,+
g1447,g1279,+
g1448,g1279,+
g1449,g1279,+
g1451,g1279,+
g1452,g1279,+
g1453,g1279,+
g1454,g1279,+
g1456,g1279,+
g1457,g1279,+
g1458,g1279,+
g1459,g1279,+
g1460,g1279,+
g1463,g1279,+
g1464,g1279,+
g1466,g1279,+
g1468,g1279,+
g1469,g1279,+
g1470,g1279,+
g1472,g1279,+
g1473,g1279,+
g1474,g1279,+
g1475,g1279,+
g1476,g1279,+
g1477,g1279,+
g1479,g1279,+
g1480,g1279,+
g1481,g1279,+
g1482,g1279,+
g1483,g1279,+
g1484,g1279,+
g1485,g1279,+
g1486,g1279,+
g1487,g1279,+
g1488,g1279,+
g1489,g1279,+
g1491,g1279,+
g1492,g1279,+
g1493,g1279,+
g1494,g1279,+
g1495,g1279,+
g1497,g1279,+
g1498,g1279,+
g1499,g1279,+
g1500,g1279,+
g309,g1280,+
g512,g1280,+
g538,g1280,+
g688,g1280,+
g1262,g1280,+
g1384,g1280,+
g221,g1281,+
g310,g1281,+
g575,g1281,+
g613,g1281,+
g881,g1281,+
g950,g1281,+
g1003,g1281,+
g1016,g1281,+
g1044,g1281,+
g1098,g1281,+
g1198,g1281,+
g1199,g1281,+
g1229,g1281,+
