Gene  Rule 
g1142    ( g16 or g71 or g89 or g385 or g412 or g467 or g573 or g578 or g1213 or g1488 )
g1143    ( g25 or g145 or g359 or g473 or g722 or g1074 or g1136 or g1354 or g1364 or g1388 )
g1144    ( g382 or g551 or g562 or g580 or g612 or g651 or g705 or g767 or g863 or g960 or g1020 or g1038 or g1157 or g1205 or g1246 or g1265 or g1413 or g1454 or g1483 )
g1145    ( g400 or g459 or g510 or g568 or g687 or g1046 or g1097 or g1217 or g1254 or g1452 or g1491 )
g1146    ( g66 or g118 or g135 or g218 or g327 or g339 or g555 or g574 or g734 or g1045 or g1099 or g1141 or g1254 or g1333 or g1343 )
g1147    ( g297 or g452 or g459 or g548 or g568 or g716 or g744 or g853 or g917 or g1063 or g1201 or g1202 or g1441 )
g1148    ( g221 or g718 or g887 or g968 or g976 or g1006 or g1180 or g1449 )
g1149    ( g90 or g262 or g344 or g385 or g419 or g474 or g752 or g1010 or g1117 or g1222 or g1239 )
g1150    ( g328 or g480 or g588 or g758 or g879 or g925 or g934 or g1156 or g1190 or g1333 or g1350 or g1363 or g1486 )
g1151    ( g361 or g687 or g747 or g975 or g1108 or g1265 or g1298 or g1302 or g1414 )
g1152    ( g15 or g74 or g180 or g261 or g337 or g338 or g464 or g712 or g890 or g968 or g1035 or g1109 or g1201 or g1293 or g1320 or g1331 or g1393 or g1420 or g1476 )
g1153    ( g42 or g400 or g563 or g764 or g1020 or g1030 or g1055 or g1142 or g1181 or g1189 or g1345 or g1467 )
g1154    ( g127 or g176 or g177 or g375 or g427 or g467 or g510 or g651 or g823 or g921 or g971 or g1141 or g1167 or g1348 or g1379 or g1400 or g1433 )
g1155    ( g16 or g217 or g493 or g524 or g634 or g836 or g1031 or g1095 or g1151 or g1267 or g1364 or g1375 or g1440 or g1441 )
g1156    ( g240 or g299 or g534 or g725 or g734 or g952 or g1045 or g1234 or g1305 )
g1157    ( g278 or g293 or g562 or g596 or g629 or g674 or g752 or g906 or g930 or g1144 or g1244 or g1349 or g1379 or g1432 or g1485 )
g1158    ( g71 or g197 or g292 or g815 or g915 or g1045 or g1063 or g1149 or g1207 or g1313 or g1318 or g1320 or g1347 or g1489 )
g1159    ( g71 or g253 or g261 or g310 or g344 or g374 or g463 or g465 or g513 or g838 or g1309 or g1406 )
g1160    ( g13 or g257 or g260 or g797 or g1061 or g1155 or g1196 or g1309 or g1404 or g1460 or g1489 )
g1161    ( g5 or g90 or g145 or g171 or g201 or g475 or g545 or g1119 or g1296 or g1306 or g1343 or g1478 )
g1162    ( g141 or g322 or g426 or g533 or g624 or g670 or g700 or g734 or g857 or g880 or g911 or g1320 or g1331 or g1387 or g1488 )
g1163    ( g14 or g41 or g49 or g123 or g306 or g334 or g554 or g637 or g750 or g917 or g951 or g960 or g1108 or g1152 or g1215 or g1276 or g1476 or g1483 or g1486 or g1494 )
g1164    ( g193 or g482 or g528 or g697 or g734 or g783 or g817 or g1185 or g1199 or g1256 or g1300 or g1331 or g1416 or g1449 )
g1165    ( g160 or g176 or g246 or g297 or g374 or g455 or g459 or g758 or g843 or g903 or g960 or g1062 or g1074 or g1096 or g1102 or g1126 or g1156 or g1208 or g1467 )
g1166    ( g145 or g194 or g397 or g444 or g561 or g764 or g992 or g1031 or g1035 or g1051 or g1144 or g1207 or g1225 or g1389 or g1488 )
g1167    ( g500 or g879 or g927 or g1062 or g1183 or g1222 or g1438 )
g1168    ( g3 or g55 or g297 or g447 or g631 or g633 or g687 or g779 or g804 or g830 or g1102 )
g1169    ( g78 or g174 or g219 or g298 or g344 or g781 or g811 or g856 or g1302 )
g1170    ( g117 or g750 or g849 or g960 or g998 or g1274 or g1370 )
g1171    ( g25 or g39 or g143 or g178 or g217 or g221 or g272 or g276 or g590 or g595 or g681 or g771 or g857 or g1289 or g1393 or g1396 )
g1172    ( g176 or g221 or g548 or g618 or g638 or g672 or g774 or g841 or g880 or g908 or g925 or g1027 or g1095 or g1282 or g1293 or g1310 or g1389 )
g1173    ( g181 or g439 or g641 or g774 or g781 or g834 or g1013 or g1466 )
g1174    ( g50 or g99 or g157 or g167 or g203 or g397 or g427 or g641 or g660 or g697 or g718 or g732 or g846 or g880 or g893 or g1263 or g1445 )
g1175    ( g31 or g73 or g114 or g118 or g254 or g365 or g508 or g520 or g754 or g774 or g893 or g1075 or g1085 or g1222 or g1280 or g1313 or g1460 )
g1176    ( g112 or g138 or g171 or g432 or g677 or g747 or g843 or g921 or g949 or g960 or g1092 or g1310 or g1337 or g1462 or g1469 )
g1177    ( g66 or g180 or g217 or g320 or g374 or g499 or g594 or g699 or g743 or g748 or g751 or g759 or g761 or g798 or g811 or g930 or g1169 or g1181 )
g1178    ( g66 or g262 or g508 or g559 or g744 or g923 or g1098 or g1175 or g1186 or g1189 or g1321 or g1445 or g1459 )
g1179    ( g19 or g26 or g70 or g167 or g326 or g373 or g459 or g510 or g545 or g564 or g592 or g702 or g731 or g804 or g906 or g972 or g1055 or g1274 or g1310 or g1403 or g1454 or g1491 )
g1180    ( g56 or g58 or g144 or g201 or g708 or g710 or g724 or g817 or g935 or g1062 or g1267 or g1406 or g1428 or g1438 )
g1181    ( g444 or g472 or g551 or g672 or g697 or g731 or g749 or g965 or g1186 or g1298 or g1370 or g1416 or g1469 or g1498 )
g1182    ( g60 or g254 or g444 or g677 or g698 or g726 or g840 or g850 or g860 or g868 or g906 or g968 or g1027 or g1035 or g1071 or g1137 or g1233 or g1263 or g1309 )
g1183    ( g42 or g49 or g111 or g217 or g475 or g596 or g635 or g787 or g1108 or g1205 or g1369 )
g1184    ( g278 or g642 or g697 or g1050 or g1217 or g1282 or g1380 )
g1185    ( g58 or g180 or g455 or g561 or g588 or g688 or g716 or g840 or g915 or g930 or g949 or g965 or g1042 or g1055 or g1233 or g1293 or g1423 or g1478 )
g1186    ( g252 or g273 or g486 or g578 or g633 or g641 or g677 or g944 or g945 or g1185 or g1190 or g1207 or g1265 or g1294 or g1348 or g1356 )
g1187    ( g34 or g46 or g431 or g484 or g559 or g645 or g1039 or g1097 or g1142 or g1406 )
g1188    ( g102 or g166 or g173 or g306 or g607 or g625 or g664 or g711 or g781 or g816 or g906 or g965 or g1013 or g1207 or g1233 )
g1189    ( g32 or g58 or g162 or g178 or g208 or g349 or g415 or g573 or g911 or g1234 or g1300 or g1318 or g1358 or g1396 or g1433 )
g1190    ( g90 or g382 or g459 or g500 or g505 or g579 or g641 or g779 or g850 or g856 or g986 or g1014 or g1143 or g1167 or g1217 or g1375 or g1491 )
g1191    ( g90 or g217 or g504 or g687 or g731 or g732 or g754 or g759 or g1003 or g1250 or g1354 or g1396 or g1466 )
g1192    ( g4 or g138 or g150 or g201 or g273 or g334 or g461 or g533 or g563 or g726 or g742 or g839 or g1044 or g1188 or g1213 or g1229 or g1296 )
g1193    ( g117 or g415 or g568 or g844 or g846 or g1037 or g1071 or g1158 or g1186 or g1224 or g1265 or g1326 or g1363 or g1364 or g1449 )
g1194    ( g109 or g262 or g528 or g614 or g615 or g732 or g749 or g783 or g1086 or g1109 or g1143 or g1176 or g1225 or g1319 or g1483 or g1486 )
g1195    ( g39 or g55 or g123 or g223 or g361 or g559 or g637 or g915 or g941 or g1048 or g1205 or g1309 )
g1196    ( g174 or g221 or g246 or g327 or g383 or g428 or g431 or g465 or g535 or g551 or g568 or g687 or g701 or g930 or g1005 or g1051 or g1119 or g1167 )
g1197    ( g75 or g232 or g839 or g843 or g1018 or g1035 or g1167 or g1205 or g1379 or g1388 or g1459 )
g1198    ( g282 or g512 or g693 or g816 or g823 or g1086 or g1117 or g1136 or g1189 or g1233 or g1263 or g1416 or g1438 or g1440 or g1476 )
g1199    ( g46 or g55 or g164 or g320 or g455 or g493 or g519 or g573 or g638 or g645 or g743 or g749 or g807 or g941 or g1065 or g1102 or g1305 or g1398 or g1406 or g1445 or g1450 )
g1200    ( g112 or g115 or g482 or g562 or g698 or g784 or g839 or g935 or g1093 or g1160 or g1201 or g1341 or g1413 or g1414 or g1423 or g1445 or g1498 )
g1201    ( g54 or g192 or g262 or g370 or g412 or g426 or g446 or g626 or g645 or g779 or g855 or g856 or g893 or g1208 or g1228 or g1240 or g1306 or g1358 )
g1202    ( g252 or g261 or g268 or g414 or g513 or g823 or g880 or g971 or g1062 or g1104 or g1177 or g1256 or g1294 or g1300 or g1318 or g1345 or g1404 )
g1203    ( g59 or g232 or g314 or g436 or g446 or g687 or g698 or g702 or g712 or g724 or g754 or g840 or g872 or g927 or g930 or g1031 or g1296 or g1416 or g1432 or g1452 )
g1204    ( g193 or g219 or g405 or g677 or g711 or g831 or g1061 or g1428 )
g1205    ( g867 or g928 or g1001 or g1065 or g1320 or g1356 or g1441 or g1496 )
g1206    ( g97 or g166 or g219 or g408 or g467 or g672 or g748 or g836 or g838 or g1074 or g1105 or g1199 or g1280 or g1314 or g1370 or g1460 or g1466 )
g1207    ( g215 or g324 or g337 or g374 or g447 or g526 or g629 or g868 or g1096 or g1108 or g1274 or g1354 or g1449 )
g1208    ( g150 or g192 or g193 or g328 or g362 or g797 or g1151 or g1183 or g1289 or g1409 or g1462 )
g1209    ( g124 or g413 or g838 or g1029 or g1254 or g1294 )
g1210    ( g36 or g99 or g170 or g260 or g349 or g415 or g467 or g504 or g561 or g589 or g767 or g831 or g840 or g915 or g1065 or g1148 or g1345 or g1434 )
g1211    ( g232 or g257 or g332 or g374 or g432 or g589 or g618 or g824 or g830 or g1003 or g1029 or g1108 or g1120 or g1246 or g1343 or g1404 or g1496 )
g1212    ( g198 or g242 or g299 or g501 or g671 or g701 or g809 or g978 or g1080 or g1326 or g1369 or g1379 or g1410 )
g1213    ( g3 or g595 or g809 or g971 or g1031 or g1120 or g1136 or g1229 or g1263 or g1379 or g1438 )
g1214    ( g109 or g127 or g235 or g334 or g480 or g747 or g784 or g788 or g1037 or g1233 or g1259 or g1267 or g1361 or g1438 or g1496 )
g1215    ( g184 or g272 or g459 or g528 or g544 or g762 or g958 or g1085 or g1121 or g1125 or g1193 or g1311 or g1438 )
g1216    ( g108 or g246 or g445 or g470 or g472 or g634 or g666 or g679 or g697 or g925 or g1148 or g1149 or g1186 or g1246 or g1289 or g1403 )
g1217    ( g16 or g109 or g115 or g232 or g240 or g262 or g359 or g484 or g639 or g844 or g919 or g975 or g1030 or g1074 or g1175 or g1235 or g1259 or g1351 )
g1218    ( g99 or g288 or g405 or g852 or g868 or g1045 or g1469 )
g1219    ( g184 or g268 or g272 or g793 or g798 or g844 or g846 or g853 or g856 or g879 or g961 or g1020 or g1038 or g1137 or g1142 or g1169 or g1181 or g1349 or g1380 )
g1220    ( g116 or g359 or g428 or g464 or g528 or g660 or g744 or g760 or g771 or g1062 or g1199 )
g1221    ( g408 or g461 or g531 or g551 or g607 or g702 or g767 or g853 or g1014 or g1065 or g1069 or g1224 or g1403 or g1498 )
g1222    ( g253 or g971 or g1008 or g1097 or g1152 or g1180 or g1198 or g1325 or g1430 or g1467 )
g1223    ( g50 or g238 or g240 or g382 or g493 or g533 or g621 or g650 or g656 or g880 or g1051 or g1151 or g1168 or g1454 )
g1224    ( g189 or g241 or g334 or g594 or g695 or g748 or g750 or g935 or g974 or g1199 or g1225 or g1254 or g1293 or g1380 )
g1225    ( g35 or g432 or g564 or g695 or g760 or g1065 or g1126 or g1144 or g1155 or g1188 or g1333 or g1388 or g1434 )
g1226    ( g427 or g643 or g657 or g804 or g893 or g1029 or g1111 or g1141 or g1267 or g1280 or g1383 or g1420 or g1422 )
g1227    ( g17 or g114 or g130 or g139 or g221 or g317 or g548 or g589 or g625 or g679 or g779 or g863 or g896 or g1014 or g1051 or g1274 or g1296 or g1326 or g1483 or g1489 )
g1228    ( g18 or g56 or g61 or g180 or g536 or g711 or g934 or g998 or g1237 or g1246 or g1428 or g1454 or g1460 )
g1229    ( g15 or g144 or g218 or g432 or g482 or g845 or g968 or g1038 or g1072 or g1358 or g1388 or g1420 or g1489 or g1496 )
g1230    ( g61 or g96 or g166 or g356 or g467 or g686 or g809 or g820 or g1039 or g1070 or g1086 or g1351 or g1403 or g1437 or g1445 or g1449 or g1494 )
g1231    ( g390 or g398 or g432 or g499 or g614 or g699 or g779 or g1016 or g1143 or g1229 or g1393 )
g1232    ( g16 or g46 or g162 or g184 or g398 or g471 or g563 or g607 or g624 or g645 or g888 or g946 or g1003 or g1005 or g1050 or g1096 or g1333 or g1360 or g1496 )
g1233    ( g124 or g457 or g471 or g595 or g708 or g915 or g972 or g1183 or g1348 )
g1234    ( g218 or g261 or g290 or g378 or g556 or g620 or g716 or g779 or g844 or g867 or g1037 or g1062 or g1109 or g1123 or g1284 or g1393 or g1409 or g1451 )
g1235    ( g70 or g242 or g376 or g463 or g621 or g657 or g763 or g870 or g1157 or g1177 or g1237 or g1239 or g1280 or g1315 or g1469 )
g1236    ( g68 or g75 or g117 or g203 or g314 or g374 or g385 or g612 or g743 or g747 or g860 or g872 or g901 or g916 or g1085 or g1233 )
g1237    ( g296 or g362 or g435 or g480 or g514 or g536 or g687 or g693 or g753 or g825 or g893 or g1035 or g1039 or g1123 or g1175 or g1413 or g1414 or g1433 )
g1238    ( g27 or g44 or g197 or g272 or g508 or g544 or g561 or g666 or g701 or g743 or g762 or g888 or g976 or g1125 or g1460 or g1483 )
g1239    ( g49 or g99 or g101 or g109 or g118 or g197 or g253 or g383 or g480 or g487 or g512 or g514 or g615 or g651 or g748 or g1039 or g1180 or g1253 or g1369 or g1388 )
g1240    ( g37 or g253 or g310 or g366 or g448 or g530 or g740 or g834 or g921 or g944 or g960 or g997 or g1013 or g1063 or g1180 or g1369 or g1400 )
g1241    ( g526 or g568 or g687 or g731 or g857 or g906 or g1296 or g1305 )
g1242    ( g4 or g75 or g115 or g424 or g505 or g798 or g902 or g1030 or g1039 or g1175 or g1273 or g1370 or g1388 or g1451 or g1452 )
g1243    ( g166 or g373 or g412 or g438 or g474 or g505 or g525 or g657 or g678 or g770 or g971 or g1003 or g1302 or g1309 or g1348 )
g1244    ( g117 or g272 or g541 or g643 or g896 or g951 or g961 or g1005 or g1196 or g1305 or g1309 or g1356 or g1403 or g1404 or g1434 or g1460 or g1466 )
g1245    ( g115 or g118 or g138 or g446 or g475 or g510 or g524 or g574 or g701 or g747 or g788 or g946 or g1108 or g1250 or g1445 )
g1246    ( g337 or g596 or g713 or g944 or g965 or g998 or g1042 or g1070 or g1123 or g1198 or g1222 or g1294 or g1363 or g1437 or g1454 or g1486 )
g1247    ( g112 or g197 or g419 or g695 or g767 or g783 or g857 or g863 or g1151 or g1351 or g1488 )
g1248    ( g162 or g361 or g468 or g528 or g726 or g834 or g898 or g944 or g1003 or g1044 or g1120 or g1158 or g1459 or g1496 )
g1249    ( g108 or g432 or g484 or g725 or g767 or g807 or g820 or g833 or g857 or g860 or g908 or g986 or g1293 )
g1250    ( g31 or g198 or g278 or g314 or g457 or g747 or g763 or g1003 or g1031 or g1092 or g1191 or g1276 or g1360 or g1469 )
g1251    ( g32 or g134 or g168 or g432 or g458 or g475 or g559 or g590 or g971 or g1016 or g1031 or g1074 or g1201 or g1326 or g1406 or g1456 )
g1252    ( g186 or g276 or g359 or g620 or g650 or g868 or g885 or g1090 or g1418 )
g1253    ( g3 or g89 or g349 or g361 or g424 or g452 or g464 or g525 or g607 or g759 or g1136 or g1191 or g1319 or g1356 or g1389 or g1393 or g1450 )
g1254    ( g162 or g184 or g201 or g508 or g524 or g578 or g625 or g651 or g701 or g836 or g892 or g917 or g1116 or g1152 or g1391 or g1438 or g1488 )
g1255    ( g20 or g123 or g181 or g377 or g439 or g455 or g501 or g688 or g734 or g744 or g764 or g1045 or g1050 or g1111 or g1121 or g1165 or g1280 )
g1256    ( g89 or g188 or g356 or g419 or g508 or g536 or g867 or g885 or g896 or g928 or g1105 or g1228 or g1438 or g1454 or g1491 )
g1257    ( g261 or g296 or g373 or g448 or g645 or g860 or g1072 or g1236 or g1246 or g1337 or g1393 )
g1258    ( g3 or g66 or g96 or g193 or g280 or g415 or g505 or g797 or g902 or g1152 or g1228 or g1284 or g1321 )
g1259    ( g51 or g170 or g289 or g378 or g508 or g624 or g753 or g834 or g856 or g860 or g1098 or g1116 or g1351 or g1476 or g1483 )
g1260    ( g25 or g51 or g53 or g171 or g356 or g544 or g551 or g651 or g726 or g890 or g898 or g1008 or g1111 or g1148 or g1244 or g1302 or g1432 )
g1261    ( g90 or g116 or g189 or g338 or g420 or g428 or g465 or g468 or g748 or g853 or g872 or g1042 or g1093 or g1259 or g1351 or g1452 )
g1262    ( g59 or g250 or g544 or g563 or g578 or g595 or g666 or g695 or g712 or g816 or g906 or g909 or g928 or g1084 or g1189 or g1354 or g1421 or g1445 )
g1263    ( g671 or g760 or g788 or g815 or g1305 or g1351 or g1370 )
g1264    ( g176 or g427 or g499 or g658 or g740 or g1109 or g1201 or g1228 or g1276 or g1351 or g1498 )
g1265    ( g16 or g20 or g198 or g272 or g326 or g390 or g396 or g470 or g673 or g692 or g770 or g779 or g1063 or g1085 or g1201 or g1406 or g1449 or g1478 )
g1266    ( g61 or g127 or g218 or g464 or g595 or g605 or g621 or g853 )
g1267    ( g170 or g261 or g534 or g603 or g641 or g651 or g705 or g773 or g944 or g1046 or g1048 or g1165 or g1379 or g1391 or g1462 )
g1268    ( g130 or g298 or g344 or g457 or g578 or g742 or g978 or g1142 or g1176 or g1315 or g1350 )
g1269    ( g262 or g378 or g383 or g620 or g673 or g726 or g729 or g1038 or g1181 or g1228 or g1309 or g1421 or g1437 )
g1270    ( g103 or g184 or g293 or g359 or g427 or g512 or g645 or g781 or g852 or g1199 or g1207 or g1313 or g1331 or g1348 )
g1271    ( g13 or g19 or g493 or g672 or g1073 or g1201 or g1263 or g1321 )
g1272    ( g240 or g415 or g607 or g635 or g658 or g734 or g770 or g773 or g900 or g1152 or g1175 or g1236 or g1256 )
g1273    ( g111 or g390 or g415 or g573 or g578 or g596 or g1398 or g1454 )
g1274    ( g3 or g268 or g297 or g366 or g383 or g390 or g670 or g672 or g751 or g820 or g1071 or g1157 or g1168 or g1199 or g1489 or g1496 )
g1275    ( g109 or g194 or g233 or g436 or g472 or g500 or g509 or g519 or g641 or g1008 or g1035 or g1136 or g1216 or g1284 or g1311 or g1337 or g1369 or g1488 )
g1276    ( g260 or g373 or g504 or g592 or g616 or g722 or g1142 or g1144 or g1311 or g1494 or g1498 )
g1277    ( g241 or g327 or g580 or g656 or g749 or g770 or g787 or g844 or g888 or g1236 or g1358 or g1410 or g1421 or g1450 )
g1278    ( g78 or g175 or g253 or g288 or g385 or g482 or g487 or g505 or g559 or g579 or g731 or g930 or g1013 or g1120 or g1233 or g1240 )
g1279    ( g139 or g804 or g1013 or g1045 or g1097 or g1178 or g1318 or g1336 or g1361 or g1441 )
g1280    ( g124 or g370 or g382 or g470 or g480 or g658 or g747 or g879 or g1160 or g1169 or g1250 or g1349 or g1354 or g1433 or g1441 or g1462 or g1494 )
g1281    ( g103 or g356 or g396 or g431 or g458 or g536 or g762 or g893 or g976 or g992 or g1048 or g1120 or g1205 or g1300 or g1420 or g1441 or g1469 )
g1282    ( g31 or g238 or g250 or g446 or g514 or g533 or g783 or g841 or g849 or g903 or g949 or g1027 or g1059 or g1102 or g1385 or g1422 )
g1283    ( g186 or g621 or g770 or g804 or g834 or g1188 or g1225 or g1314 or g1434 or g1441 )
g1284    ( g31 or g54 or g345 or g616 or g651 or g692 or g759 or g1121 or g1250 or g1387 or g1409 )
g1285    ( g5 or g415 or g464 or g534 or g624 or g629 or g641 or g699 or g804 or g852 or g992 or g1074 or g1126 or g1293 or g1294 or g1341 or g1354 or g1360 )
g1286    ( g73 or g138 or g219 or g365 or g401 or g405 or g494 or g568 or g634 or g658 or g688 or g722 or g729 or g896 or g1126 or g1169 or g1176 or g1216 or g1331 or g1387 or g1437 or g1494 )
g1287    ( g104 or g397 or g702 or g856 or g890 or g1008 or g1267 or g1325 )
g1288    ( g203 or g656 or g681 or g1029 or g1035 or g1265 or g1358 or g1416 or g1441 or g1460 )
g1289    ( g189 or g475 or g573 or g872 or g1001 or g1483 )
g1290    ( g318 or g561 or g712 or g751 or g773 or g1086 or g1105 or g1217 or g1232 or g1240 or g1343 or g1361 or g1389 or g1467 or g1491 )
g1291    ( g26 or g71 or g93 or g504 or g743 or g941 or g1177 or g1289 or g1312 or g1400 )
g1292    ( g102 or g145 or g257 or g273 or g592 or g670 or g888 or g906 or g941 or g946 or g1003 or g1013 or g1080 or g1096 or g1274 or g1325 or g1496 )
g1293    ( g56 or g186 or g432 or g573 or g718 or g762 or g823 or g971 or g1169 or g1280 or g1305 or g1306 or g1364 or g1466 )
g1294    ( g25 or g75 or g90 or g104 or g390 or g397 or g461 or g535 or g592 or g702 or g771 or g781 or g1111 or g1222 or g1296 or g1298 or g1311 or g1331 or g1445 )
g1295    ( g16 or g108 or g215 or g365 or g431 or g459 or g505 or g536 or g908 or g935 or g1199 or g1217 or g1293 or g1345 or g1370 or g1388 )
g1296    ( g32 or g332 or g446 or g473 or g505 or g637 or g687 or g722 or g845 or g908 or g1121 or g1217 or g1304 or g1310 or g1452 or g1456 )
g1297    ( g215 or g328 or g365 or g543 or g615 or g692 or g726 or g773 or g774 or g843 or g1018 or g1055 or g1095 or g1319 or g1419 or g1459 )
g1298    ( g35 or g118 or g232 or g480 or g596 or g634 or g650 or g834 or g1075 or g1149 or g1267 or g1310 )
g1299    ( g8 or g302 or g383 or g555 or g629 or g834 or g898 or g903 or g951 or g1016 or g1070 or g1072 or g1488 )
g1300    ( g61 or g387 or g531 or g584 or g705 or g790 or g900 or g958 or g1418 or g1422 )
g1301    ( g13 or g137 or g192 or g226 or g297 or g338 or g365 or g530 or g750 or g857 or g934 or g1086 or g1273 or g1331 or g1423 or g1462 or g1486 )
g1302    ( g54 or g433 or g500 or g510 or g532 or g618 or g658 or g1020 or g1096 or g1321 or g1404 or g1467 )
g1303    ( g123 or g184 or g210 or g322 or g471 or g650 or g678 or g724 or g734 or g846 or g860 or g1073 or g1276 or g1364 or g1387 )
g1304    ( g74 or g75 or g174 or g233 or g448 or g474 or g527 or g603 or g678 or g890 or g997 or g1031 or g1121 or g1157 or g1160 or g1178 or g1316 or g1343 or g1452 or g1488 )
g1305    ( g21 or g82 or g241 or g422 or g543 or g731 or g752 or g852 or g898 or g949 or g1074 or g1105 or g1183 or g1326 or g1358 or g1488 or g1494 )
g1306    ( g60 or g375 or g390 or g584 or g608 or g672 or g752 or g831 or g928 or g944 or g1098 or g1451 )
g1307    ( g345 or g1006 or g1289 or g1363 or g1413 or g1462 )
g1308    ( g168 or g186 or g339 or g445 or g524 or g536 or g633 or g686 or g710 or g952 or g1256 or g1259 or g1310 or g1441 or g1456 )
g1309    ( g232 or g322 or g376 or g526 or g621 or g631 or g635 or g645 or g677 or g825 or g944 or g1213 or g1256 or g1433 or g1450 )
g1310    ( g8 or g26 or g519 or g521 or g695 or g748 or g767 or g870 or g893 or g902 or g906 or g911 or g967 or g1165 or g1168 or g1183 or g1354 )
g1311    ( g130 or g241 or g260 or g296 or g334 or g427 or g432 or g470 or g578 or g595 or g784 or g834 or g879 or g885 or g908 or g1010 or g1109 or g1282 or g1420 or g1430 or g1449 )
g1312    ( g328 or g414 or g692 or g698 or g916 or g998 or g1059 or g1246 or g1282 )
g1313    ( g213 or g298 or g355 or g500 or g543 or g562 or g621 or g718 or g823 or g906 or g968 or g1037 or g1084 or g1142 or g1217 or g1244 or g1312 or g1433 or g1440 )
g1314    ( g50 or g253 or g486 or g521 or g524 or g579 or g673 or g708 or g793 or g816 or g820 or g1233 or g1318 or g1356 or g1389 or g1404 )
g1315    ( g35 or g112 or g326 or g433 or g465 or g563 or g624 or g631 or g849 or g916 or g960 or g1102 or g1117 or g1189 or g1253 or g1329 or g1498 )
g1316    ( g66 or g175 or g322 or g705 or g707 or g845 or g879 or g1001 or g1013 or g1092 or g1205 or g1224 or g1391 or g1433 or g1485 )
g1317    ( g22 or g118 or g173 or g174 or g480 or g487 or g686 or g853 or g855 or g1163 or g1181 or g1263 or g1498 )
g1318    ( g3 or g134 or g252 or g254 or g324 or g439 or g530 or g608 or g629 or g773 or g909 or g1005 or g1157 or g1175 or g1445 )
g1319    ( g54 or g68 or g166 or g472 or g578 or g724 or g732 or g749 or g1016 or g1121 or g1149 or g1168 or g1185 or g1298 or g1351 )
g1320    ( g171 or g339 or g379 or g387 or g396 or g436 or g548 or g559 or g618 or g740 or g774 or g949 or g967 or g974 or g1123 or g1125 or g1143 or g1467 or g1491 )
g1321    ( g37 or g54 or g112 or g288 or g290 or g296 or g378 or g401 or g521 or g528 or g749 or g1010 or g1074 or g1086 or g1116 or g1175 or g1385 or g1414 or g1434 )
g1322    ( g46 or g66 or g145 or g150 or g197 or g397 or g528 or g530 or g543 or g564 or g951 or g972 or g1030 or g1234 or g1254 or g1319 )
g1323    ( g15 or g22 or g73 or g446 or g674 or g1168 or g1191 or g1356 or g1403 )
g1324    ( g56 or g293 or g424 or g535 or g555 or g781 or g860 or g903 or g960 or g974 or g1092 or g1099 or g1235 or g1318 or g1351 or g1430 or g1450 or g1489 or g1494 )
g1325    ( g139 or g145 or g242 or g337 or g356 or g359 or g374 or g379 or g390 or g457 or g473 or g545 or g686 or g701 or g753 or g754 or g761 or g900 or g952 or g1069 or g1073 or g1225 or g1244 or g1250 or g1496 )
g1326    ( g405 or g526 or g544 or g556 or g608 or g764 or g898 or g935 or g968 or g1013 or g1085 or g1120 or g1234 or g1383 or g1414 )
g1327    ( g17 or g22 or g27 or g139 or g322 or g377 or g408 or g624 or g672 or g716 or g770 or g887 or g1080 or g1208 or g1387 or g1423 or g1489 )
g1328    ( g112 or g473 or g1010 or g1149 or g1217 or g1336 or g1430 )
g1329    ( g78 or g157 or g178 or g387 or g426 or g773 or g853 or g917 or g1234 or g1437 )
g1330    ( g145 or g262 or g289 or g290 or g387 or g414 or g445 or g532 or g624 or g639 or g734 or g760 or g1046 or g1104 or g1311 or g1498 )
g1331    ( g102 or g226 or g273 or g289 or g327 or g533 or g724 or g1142 or g1320 or g1364 or g1489 or g1496 )
g1332    ( g21 or g184 or g713 or g767 or g1165 or g1309 or g1349 or g1498 )
g1333    ( g101 or g232 or g398 or g527 or g748 or g893 or g1042 or g1111 or g1310 or g1422 or g1451 )
g1334    ( g70 or g162 or g173 or g226 or g919 or g971 or g975 or g1030 or g1048 or g1168 or g1450 )
g1335    ( g16 or g45 or g117 or g160 or g232 or g332 or g419 or g482 or g493 or g514 or g548 or g701 or g724 or g870 or g1345 or g1422 or g1423 or g1428 or g1466 or g1485 or g1486 )
g1336    ( g26 or g174 or g252 or g458 or g464 or g637 or g876 or g901 or g935 or g968 or g1018 or g1075 or g1168 or g1236 or g1267 or g1302 or g1363 )
g1337    ( g50 or g144 or g145 or g171 or g215 or g306 or g314 or g548 or g793 or g928 or g951 or g986 or g1016 or g1125 or g1193 or g1217 or g1388 )
g1338    ( g89 or g103 or g138 or g215 or g373 or g725 or g726 or g753 or g825 or g853 or g911 or g946 or g1098 or g1235 or g1250 or g1306 or g1336 or g1345 or g1361 or g1406 )
g1339    ( g34 or g97 or g188 or g419 or g452 or g487 or g638 or g823 or g844 or g911 or g952 or g1193 or g1363 or g1393 or g1476 )
g1340    ( g68 or g101 or g141 or g242 or g391 or g431 or g458 or g472 or g554 or g555 or g603 or g671 or g787 or g856 or g909 or g1014 or g1092 or g1105 or g1190 or g1201 )
g1341    ( g18 or g501 or g520 or g534 or g607 or g641 or g702 or g716 or g770 or g880 or g1263 or g1419 or g1420 )
g1342    ( g46 or g238 or g261 or g366 or g445 or g525 or g574 or g678 or g788 or g857 or g1086 )
